dataset,arm,question_id,n_slots,n_joins,n_operator_edges,structural_hops,structural_nodes,trace_depth,branching_factor,topology_full,topology_join,operator_connects_components,max_join_degree,max_full_degree,em,f1,retrieval_calls,llm_calls,documents_accessed,latency_ms,budget_exceeded,status
hotpotqa,static,5a77321355429972597f1493,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,7,5,77932.5265480011,0,ok
hotpotqa,static,5a7732dc55429972597f149b,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,2,5,2334.1165249996557,0,ok
hotpotqa,static,5a7735f55542994aec3b7226,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,3,12,15,82053.42666000302,0,ok
hotpotqa,static,5a7739f25542994aec3b7234,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,3,8,15,6825.638166005265,0,ok
hotpotqa,static,5a773c7755429972597f14b5,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,2,5,19915.286314001773,0,ok
hotpotqa,static,5a773e3955429972597f14c9,3,2,0,2,3,3,1.333,chain,chain,0,2,2,1.0,1.0,5,204,25,1371504.5062799472,1,budget_exceeded
hotpotqa,static,5a77414155429972597f14d7,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,9,5,30611.928064999905,0,ok
hotpotqa,static,5a77452155429972597f14e1,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,28,5,499814.05879795854,0,ok
hotpotqa,static,5a7746cf5542994aec3b7263,3,2,0,2,3,2,1.333,chain,chain,0,2,2,0.0,0.0,4,164,20,529300.4826653292,1,budget_exceeded
hotpotqa,static,5a77474855429972597f14e4,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.4444444444444445,1,4,5,45654.75447400811,0,ok
hotpotqa,static,5a7747e15542994aec3b7266,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.15384615384615385,1,5,5,13691.502585000708,0,ok
hotpotqa,static,5a774c0155429966f1a36ce2,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,1,5,12863.775755004142,0,ok
hotpotqa,static,5a7750a155429966f1a36cef,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,1,5,16748.237305002665,0,ok
hotpotqa,static,5a7750de55429966f1a36cf0,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,4,92,20,317332.03806087864,0,ok
hotpotqa,static,5a77510b5542994aec3b728b,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,2,5,18268.888985000645,0,ok
hotpotqa,static,5a77519c55429972597f14fa,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,9,20,52722.200176995364,0,ok
hotpotqa,static,5a7754d85542993735360234,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,6,5,38874.63445300373,0,ok
hotpotqa,static,5a7758895542994aec3b729c,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,2,5,3712.9572160023963,0,ok
hotpotqa,static,5a775e095542994aec3b72b4,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,3,5,7961.30540299986,0,ok
hotpotqa,static,5a775f8a5542994aec3b72ba,4,6,0,3,4,4,3.0,tree,tree,0,3,3,1.0,1.0,7,18,35,171356.11112302216,0,ok
hotpotqa,static,5a77626b5542993569682d77,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,4,5,74084.61331900227,0,ok
hotpotqa,static,5a7766b15542993569682d7e,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.05555555555555555,1,6,5,9345.196218999787,0,ok
hotpotqa,static,5a77671255429966f1a36d21,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,13,5,73684.2802860192,0,ok
hotpotqa,static,5a77691455429966f1a36d2b,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,5,5,8469.476354996645,0,ok
hotpotqa,static,5a7769a35542993569682d8f,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,28,5,87329.6211170964,0,ok
hotpotqa,static,5a776a805542993735360269,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,12,15,97768.93806200451,0,ok
hotpotqa,static,5a776ac75542993569682d9b,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8571428571428571,1,5,5,38574.46472200111,0,ok
hotpotqa,static,5a776bd155429966f1a36d3b,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,5022.749395999206,0,ok
hotpotqa,static,5a776fc15542997042120a3a,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,4,5,43569.161675002775,0,ok
hotpotqa,static,5a77727555429972597f1540,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,12,20,98879.7067649986,0,ok
hotpotqa,static,5a7774e155429967ab10518d,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.5714285714285715,3,10,15,24596.867384998106,0,ok
hotpotqa,static,5a77769e5542997042120a65,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,6,5,29113.601518999087,0,ok
hotpotqa,static,5a7776b955429967ab10519e,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,3,5,2818.4783709968615,0,ok
hotpotqa,static,5a777ca855429949eeb29e6a,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.6666666666666666,4,16,20,193897.1629100049,0,ok
hotpotqa,static,5a777fd655429949eeb29e93,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.1,1,179,5,1330142.8009529773,1,budget_exceeded
hotpotqa,static,5a7780e855429949eeb29e9f,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,4,5,60222.83538101113,0,ok
hotpotqa,static,5a7789195542995d831811a2,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,13,20,38011.23551599748,0,ok
hotpotqa,static,5a778a3b5542992a6e59dec7,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,23629.716921004292,0,ok
hotpotqa,static,5a778a8e5542992a6e59deca,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,2,5,4317.249189009308,0,ok
hotpotqa,static,5a778b1e55429949eeb29ee3,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,2,5,17544.303085999098,0,ok
hotpotqa,static,5a778b345542992a6e59decf,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.4444444444444445,1,19,5,61525.23768304626,0,ok
hotpotqa,static,5a778c215542995d831811ba,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,4,5,10553.616030996025,0,ok
hotpotqa,static,5a778cae55429949eeb29eeb,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.4444444444444445,1,5,5,23643.91378200116,0,ok
hotpotqa,static,5a778d7855429967ab1051fa,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,12,5,29322.342638915172,0,ok
hotpotqa,static,5a778f515542995d831811cd,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,2,5,20472.019714995695,0,ok
hotpotqa,static,5a7793275542992a6e59df04,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.6666666666666666,3,15,15,78742.98488299237,0,ok
hotpotqa,static,5a779fd95542997042120ab5,4,4,0,3,4,4,2.0,tree,tree,0,3,3,1.0,1.0,7,41,35,230774.72083310492,0,ok
hotpotqa,static,5a77a15b5542995d83181226,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.5714285714285715,3,11,15,204777.26515900588,0,ok
hotpotqa,static,5a77a41a5542997042120ab9,3,3,0,2,3,3,2.0,chain,chain,0,2,2,1.0,1.0,8,38,40,86892.15223000012,0,ok
hotpotqa,static,5a77a4fd5542997042120abc,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,4,9,20,38993.33714500247,0,ok
hotpotqa,static,5a77a7695542997042120ac4,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,10,5,81321.73641199408,0,ok
hotpotqa,static,5a77aa095542995d83181260,3,3,0,2,3,3,2.0,chain,chain,0,2,2,1.0,1.0,8,44,40,470807.7298770127,0,ok
hotpotqa,static,5a77afcd5542997042120adf,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.4444444444444445,1,3,5,15011.93283600318,0,ok
hotpotqa,static,5a77b13655429967ab105235,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,17005.21372900228,0,ok
hotpotqa,static,5a77b1a75542992a6e59df8d,6,9,0,5,6,3,3.0,tree,tree,0,5,5,0.0,0.0,8,317,40,1016671.6250654999,1,budget_exceeded
hotpotqa,static,5a77b5c255429967ab10523c,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.3333333333333333,1,3,5,6466.684696014156,0,ok
hotpotqa,static,5a77b6325542997042120af7,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,1,5,4507.219997001863,0,ok
hotpotqa,static,5a77b6535542995d83181274,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,3,5,68323.04314200202,0,ok
hotpotqa,static,5a77b6c85542992a6e59df96,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,20624.44779800024,0,ok
hotpotqa,static,5a77baac5542992a6e59dfa2,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,6,5,48434.9211399997,0,ok
hotpotqa,static,5a77beae5542992a6e59dfae,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,3,5,17263.3491020028,0,ok
hotpotqa,static,5a77c09555429967ab105262,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,1,5,3501.1021719983546,0,ok
hotpotqa,static,5a77c1505542997042120b1b,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,2,5,15298.665035006765,0,ok
hotpotqa,static,5a77c3d55542995d831812af,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,1,5,7749.513411998807,0,ok
hotpotqa,static,5a77c4fe55429967ab10527b,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,7,5,20249.544313017162,0,ok
hotpotqa,static,5a77ca3955429967ab1052a3,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,71175.8916129976,0,ok
hotpotqa,static,5a77cb5e55429967ab1052a7,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,4,5,14332.773320000655,0,ok
hotpotqa,static,5a77d2d25542992a6e59dfe2,3,2,0,2,3,2,1.333,chain,chain,0,2,2,0.0,0.0,6,217,30,647678.4911924943,1,budget_exceeded
hotpotqa,static,5a77d31c55429967ab1052c0,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,6,15,59799.769061996136,0,ok
hotpotqa,static,5a77d4eb55429949eeb29f74,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,6,5,9097.246355001407,0,ok
hotpotqa,static,5a77d5e655429967ab1052cc,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.04166666666666667,6,534,30,3380679.448892358,1,budget_exceeded
hotpotqa,static,5a77d65055429949eeb29f7b,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,3,5,6835.3481550079305,0,ok
hotpotqa,static,5a77ddb855429967ab1052d8,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.5714285714285715,3,10,15,27056.433813001262,0,ok
hotpotqa,static,5a77e62b5542992a6e59dfea,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,9,15,55372.40579899785,0,ok
hotpotqa,static,5a77e70f5542992a6e59dfeb,6,8,0,5,6,4,2.667,tree,tree,0,4,4,0.0,0.0,8,377,40,2575140.1215170883,1,budget_exceeded
hotpotqa,static,5a77f4755542992a6e59e01f,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,26,5,115567.25081801414,0,ok
hotpotqa,static,5a78a7025542990784727710,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.4444444444444445,1,3,5,35920.081265994,0,ok
hotpotqa,static,5a78a84d554299148911f8fd,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,6,5,104254.80623100884,0,ok
hotpotqa,static,5a78a862554299148911f8fe,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.4,1,3,5,11576.981710002292,0,ok
hotpotqa,static,5a78ad26554299148911f913,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,6,5,6292.210920001089,0,ok
hotpotqa,static,5a78ae8b5542990784727730,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5714285714285715,1,4,5,10244.422805999697,0,ok
hotpotqa,static,5a78b386554299148911f949,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,7,15,28603.510210004257,0,ok
hotpotqa,static,5a78bd9b554299078472774a,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,2,5,17776.986797994323,0,ok
hotpotqa,static,5a78c235554299078472775d,5,7,0,4,5,0,2.8,tree,tree,0,4,4,0.0,0.0,0,0,0,0.0,0,failed
hotpotqa,static,5a78c56455429974737f7876,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,6,5,71179.8231070193,0,ok
hotpotqa,static,5a78c69e55429974737f787c,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.23529411764705882,1,9,5,36212.73710600182,0,ok
hotpotqa,static,5a78cc7c55429974737f789f,3,2,0,2,3,3,1.333,chain,chain,0,2,2,1.0,1.0,5,10,25,87747.00597500012,0,ok
hotpotqa,static,5a78d01d55429974737f78b3,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,69954.37247000652,0,ok
hotpotqa,static,5a78d16455429974737f78bb,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,2,5,7879.205901997804,0,ok
hotpotqa,static,5a78d38455429970f5fffd94,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,3,5,71626.37771802407,0,ok
hotpotqa,static,5a78daf855429970f5fffdae,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,1,5,28634.85966499895,0,ok
hotpotqa,static,5a78db8055429970f5fffdb2,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,15,15,45472.46385600604,0,ok
hotpotqa,static,5a78e49855429974737f78f3,7,9,0,5,6,4,2.571,tree,tree,0,4,4,0.0,0.0,8,421,40,1291308.401790737,1,budget_exceeded
hotpotqa,static,5a78e86f55429974737f78fb,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.7272727272727273,1,3,5,1884.1114889958408,0,ok
hotpotqa,static,5a78eb8155429970f5fffdd2,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,2,5,4223.205904996546,0,ok
hotpotqa,static,5a78ed6855429970f5fffdd9,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.4,3,46,15,135713.96644608479,0,ok
hotpotqa,static,5a78f18855429974737f7915,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,3,5,53261.70837799448,0,ok
hotpotqa,static,5a78f1b555429970f5fffde9,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,28,15,195438.43325207243,0,ok
hotpotqa,static,5a78f35455429970f5fffded,3,3,0,2,3,3,2.0,chain,chain,0,2,2,1.0,1.0,8,29,40,331178.45199801936,0,ok
hotpotqa,static,5a78f59755429970f5fffdf8,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,13,5,171415.3429709582,0,ok
hotpotqa,static,5a78f753554299078472776e,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,4,5,5561.234025017475,0,ok
hotpotqa,static,5a78fe8155429970f5fffe11,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,23892.785477994155,0,ok
hotpotqa,static,5a790d8f554299029c4b5eec,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,77,5,437593.2813199761,0,ok
hotpotqa,static,5a79102a554299148911f9da,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,4,23,20,286719.7741910104,0,ok
hotpotqa,static,5a79186f55429907847277af,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,3,54,15,188810.89057396457,0,ok
hotpotqa,static,5a791a97554299148911f9f2,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,1,5,3978.3655920027522,0,ok
hotpotqa,static,5a791ce955429974737f798e,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,28,5,71510.25467402383,0,ok
hotpotqa,static,5a79240955429974737f79a4,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,4,312,20,2382071.0696864408,1,budget_exceeded
hotpotqa,static,5a79311755429970f5fffe67,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,8,15,17935.29834000057,0,ok
hotpotqa,static,5a79332555429907847277e7,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.7499999999999999,1,15,5,132153.95604301023,0,ok
hotpotqa,static,5a7933b255429907847277eb,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,3,5,9140.681205999259,0,ok
hotpotqa,static,5a793f505542994bb9456fd1,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,6,5,56861.02271199535,0,ok
hotpotqa,static,5a794119554299029c4b5f3c,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.23529411764705882,1,4,5,66654.72155600185,0,ok
hotpotqa,static,5a7943ea5542994bb9456fd3,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,4,5,11055.992330002948,0,ok
hotpotqa,static,5a7949d45542994bb9456fdd,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,24310.119067000604,0,ok
hotpotqa,static,5a796c805542990784727805,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666667,1,1,5,1060.8430610004216,0,ok
hotpotqa,static,5a7982435542994bb945701f,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.6666666666666666,3,4,15,64072.27453398873,0,ok
hotpotqa,static,5a79a26d554299029c4b5f63,3,2,0,2,3,3,1.333,chain,chain,0,2,2,0.0,0.8,7,34,35,132085.91933399695,0,ok
hotpotqa,static,5a79b495554299148911fa3b,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,4,5,5917.641836996889,0,ok
hotpotqa,static,5a79b7f6554299029c4b5f6f,1,0,0,0,1,0,0.0,single,single,0,0,0,0.0,0.0,0,0,0,0.0,0,failed
hotpotqa,static,5a79c2955542994f819ef097,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,3,5,3806.9548150035553,0,ok
hotpotqa,static,5a79c3785542994bb9457074,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,2,5,7815.171362998546,0,ok
hotpotqa,static,5a79c6a55542994bb9457091,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,8,5,42969.039398999565,0,ok
hotpotqa,static,5a79c7ac5542994bb9457097,1,0,0,0,1,0,0.0,single,single,0,0,0,0.0,0.0,0,0,0,0.0,0,failed
hotpotqa,static,5a79c8945542994bb945709e,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,31,20,88583.65604204114,0,ok
hotpotqa,static,5a79c8fa5542994bb94570a1,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,3,5,32101.679600005387,0,ok
hotpotqa,static,5a79c9cc554299148911fa53,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,5,5,80372.37494600622,0,ok
hotpotqa,static,5a79caad5542994f819ef09f,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.4,1,3,5,4179.1882280081045,0,ok
hotpotqa,static,5a79cabc5542994f819ef0a1,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,1,5,1719.7518340068636,0,ok
hotpotqa,static,5a79cd395542994bb94570be,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,11,15,101364.30947699101,0,ok
hotpotqa,static,5a79cd665542994bb94570bf,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,3,5,6914.217903996148,0,ok
hotpotqa,static,5a79db655542994bb94570f4,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,14,15,40319.67714299893,0,ok
hotpotqa,static,5a79e7b45542994f819ef0ff,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5,1,8,5,38235.79978599446,0,ok
hotpotqa,static,5a79ea435542996c55b2dc9e,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,3,5,13108.631929002113,0,ok
hotpotqa,static,5a79edfe5542990198eaf006,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,20,20,77538.74256499045,0,ok
hotpotqa,static,5a79f27e5542990198eaf014,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,28796.423286004167,0,ok
hotpotqa,static,5a79f37a5542996a35c17045,3,3,0,2,3,3,2.0,chain,chain,0,2,2,0.0,0.28571428571428575,5,10,25,230652.62804500398,0,ok
hotpotqa,static,5a79f95d5542996c55b2dcbd,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,30,5,105779.71857899684,0,ok
hotpotqa,static,5a79fbd3554299029c4b5f93,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,38,5,130898.07639396167,0,ok
hotpotqa,static,5a7a0201554299029c4b5f9e,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,2,5,8822.982806005108,0,ok
hotpotqa,static,5a7a030c5542996a35c17077,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,7,5,13403.394171998836,0,ok
hotpotqa,static,5a7a05485542990198eaf04c,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,2,5,1738.314750999867,0,ok
hotpotqa,static,5a7a05485542990783324def,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,2,5,2881.528550002724,0,ok
hotpotqa,static,5a7a06525542990198eaf04f,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,4,5,32794.93852899375,0,ok
hotpotqa,static,5a7a10755542996a35c170b1,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.42857142857142855,1,12,5,87238.35888200975,0,ok
hotpotqa,static,5a7a112a5542990783324e2b,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.07999999999999999,1,6,5,80806.60055602918,0,ok
hotpotqa,static,5a7a1cd85542990783324e65,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.9090909090909091,1,10,5,163882.8560919658,0,ok
hotpotqa,static,5a7a1e635542990783324e69,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,1,5,5055.598799994797,0,ok
hotpotqa,static,5a7a27b35542996a35c1710b,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,9,5,11572.513640002086,0,ok
hotpotqa,static,5a7a27ce5542996c55b2dd28,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.7692307692307693,1,4,5,1980.212609999493,0,ok
hotpotqa,static,5a7a2dac5542990198eaf0b6,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,2,5,23732.382562000887,0,ok
hotpotqa,static,5a7a2ec35542990783324eae,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,9,15,17609.26610601053,0,ok
hotpotqa,static,5a7a32225542990783324eb4,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,2,5,5067.535230001318,0,ok
hotpotqa,static,5a7a33a35542994f819ef14c,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,13,15,90282.06804899964,0,ok
hotpotqa,static,5a7a34bf5542994f819ef151,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.8,4,24,20,57833.6072930039,0,ok
hotpotqa,static,5a7a36e65542990198eaf0ea,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,10,15,30962.711138004146,0,ok
hotpotqa,static,5a7a3a2a5542996c55b2dd41,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,18,20,97429.44345300162,0,ok
hotpotqa,static,5a7a3a945542996a35c17147,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.0,1,3,5,2898.9491219948977,0,ok
hotpotqa,static,5a7a3bed5542996c55b2dd45,3,3,0,2,3,3,2.0,chain,chain,0,2,2,1.0,1.0,5,12,25,80405.19188800862,0,ok
hotpotqa,static,5a7a3d435542996a35c17154,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,9,15,84771.04875401268,0,ok
hotpotqa,static,5a7a3dbb5542996a35c17157,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,4,24,20,144073.54778802005,0,ok
hotpotqa,static,5a7a3edd5542990783324ed9,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,3,5,57805.49338600208,0,ok
hotpotqa,static,5a7a43f25542996a35c1716c,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8000000000000002,1,4,5,17005.300168997084,0,ok
hotpotqa,static,5a7a455c5542994f819ef1a7,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,4,5,21208.717158999236,0,ok
hotpotqa,static,5a7a47be5542994f819ef1b2,3,3,0,2,3,3,2.0,chain,chain,0,2,2,1.0,1.0,8,31,40,71222.2258419937,0,ok
hotpotqa,static,5a7a49d85542994f819ef1bc,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.6666666666666666,1,10,5,47247.85793099541,0,ok
hotpotqa,static,5a7a51b95542990783324f0f,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.5714285714285715,1,3,5,10675.168670998879,0,ok
hotpotqa,static,5a7a562355429941d65f25ba,3,2,0,2,3,2,1.333,chain,chain,0,2,2,1.0,1.0,6,24,30,365972.69012297725,0,ok
hotpotqa,static,5a7a5aea5542996c55b2dd6f,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,7,2,58823.54530096927,0,ok
hotpotqa,static,5a7a5b3a5542996c55b2dd71,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,2,5,1339.9722819972376,0,ok
hotpotqa,static,5a7a5cc35542996c55b2dd7c,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,4,5,33541.90263699781,0,ok
hotpotqa,static,5a7a5cc955429941d65f25d6,2,1,0,1,2,2,1.0,chain,chain,0,1,1,1.0,1.0,3,37,15,311574.5416319843,0,ok
hotpotqa,static,5a7a5ccf55429941d65f25d7,1,0,0,0,1,1,0.0,single,single,0,0,0,0.0,0.8,1,29,5,64316.481814966886,0,ok
hotpotqa,static,5a7a5ec855429941d65f25e4,2,1,0,1,2,2,1.0,chain,chain,0,1,1,0.0,0.0,3,5,15,58298.40846699523,0,ok
hotpotqa,static,5a7a650355429941d65f2615,1,0,0,0,1,1,0.0,single,single,0,0,0,1.0,1.0,1,8,5,29468.983415062423,0,ok
